url,catalog_number,name,ids
https://www.baldorvip.com/Drawing/Index/ECP50452S-2340-616159-340.pdf?partNo=ECP50452S-2340&dokar=DRW&doknr=616159-340&dokvr=03&document=616159-340_Layout1.plt,ECP50452S-2340,Drawing #: 616159-340,699776
https://www.baldorvip.com/Drawing/Index/ECP50452S-2340-416820-004.pdf?partNo=ECP50452S-2340&dokar=DRW&doknr=416820-004&dokvr=02&document=416820-004_Layout1.plt,ECP50452S-2340,Drawing #: 416820-004,699776
https://www.baldorvip.com/Drawing/Index/ECP50452S-2340-MN408.pdf?partNo=ECP50452S-2340&dokar=DRW&doknr=MN408&dokvr=01&document=Marketing_PDF_MN408.pdf,ECP50452S-2340,Drawing #: MN408,699776
https://www.baldorvip.com/Drawing/Index/ECP50452S-2340-MN416.pdf?partNo=ECP50452S-2340&dokar=DRW&doknr=MN416&dokvr=01&document=Marketing_PDF_MN416.pdf,ECP50452S-2340,Drawing #: MN416,699776
https://www.baldorvip.com/Drawing/Index/BTG60XPS-M-X6A003Z003.pdf?partNo=BTG60XPS-M&dokar=DRW&doknr=X6A003Z003&dokvr=01&document=X6A003Z003_Layout1.PLT,BTG60XPS-M,Drawing #: X6A003Z003,700044
https://www.baldorvip.com/Drawing/Index/BTG60XPS-M-CD1947.pdf?partNo=BTG60XPS-M&dokar=DRW&doknr=CD1947&dokvr=01&document=CD1947_Layout1.PLT,BTG60XPS-M,Drawing #: CD1947,700044
https://www.baldorvip.com/Drawing/Index/BTG60XPS-M-CD0194.pdf?partNo=BTG60XPS-M&dokar=DRW&doknr=CD0194&dokvr=00&document=503E.PLT,BTG60XPS-M,Drawing #: CD0194,700044
https://www.baldorvip.com/Drawing/Index/BTG100XPS-X6A001Z002.pdf?partNo=BTG100XPS&dokar=DRW&doknr=X6A001Z002&dokvr=02&document=X6A001Z002.PDF,BTG100XPS,Drawing #: X6A001Z002,700042
https://www.baldorvip.com/Drawing/Index/BTG100XPS-CD1947.pdf?partNo=BTG100XPS&dokar=DRW&doknr=CD1947&dokvr=01&document=CD1947_Layout1.PLT,BTG100XPS,Drawing #: CD1947,700042
https://www.baldorvip.com/Drawing/Index/BTG100XPS-CD0194.pdf?partNo=BTG100XPS&dokar=DRW&doknr=CD0194&dokvr=00&document=503E.PLT,BTG100XPS,Drawing #: CD0194,700042
