id,catalog_number,                         
2069691,NJ 2324 ECML                       
2069690,NU 2324 ECML/C3                    
2069689,NU 2324 ECML                       
2069687,71918 ACD/HCP4ADGA                 
2069686,BBY-0079                           
2069685,QJ 1064 N2MA/C4                    
2069683,7210 ACD/P4AQGC                    
2069681,FSAF B22515 HTLC                   
2069680,SAF B22516 HTLC                    
2069679,SAF B22517 HTLC                    
2069678,FSAF B22517 HTLC                   
2069677,SAF B22518 HTLC                    
2069676,FSAF B22518 HTLC                   
2069675,SAF B22520 HTLC                    
2069674,FSAF B22520 HTLC                   
2069673,SAF B22524 HTLC                    
2069672,SAF B22530 HTLC                    
2069671,SAF B22532 HTLC                    
2069670,SAF B22534 HTLC                    
2069669,2206 E-2RS1TN9/C3GJN               
2069668,TSN 532 L                          
2069667,TSN 530 L                          
2069666,TSN 528 L                          
2069665,TSN 526 L                          
2069664,232/500 CAK/C4W33VU112             
2069663,NU 2326 ECML/L4BC3                 
2069662,NJ 2326 ECML/C3                    
2069661,NJ 2326 ECML/C4                    
2069660,NU 2326 ECML                       
2069659,NU 2326 ECML/C3                    
2069658,NU 2326 ECML/C4                    
2069656,22207 E/C3VA2101                   
